Percentiles,ServerCount
0.1,3.0
0.2,3.0
0.3,3.0
0.4,3.0
0.5,4.0
0.6,4.0
0.7,4.0
0.8,4.0
0.9,4.0
1.0,4.0
1.1,4.0
1.2,4.0
1.3,4.0
1.4,4.0
1.5,4.0
1.6,4.0
1.7,4.0
1.8,4.0
1.9,4.0
2.0,4.0
2.1,4.0
2.2,4.0
2.3,4.0
2.4,4.0
2.5,4.0
2.6,4.0
2.7,4.0
2.8,4.0
2.9,4.0
3.0,4.0
3.1,5.0
3.2,5.0
3.3,5.0
3.4,5.0
3.5,5.0
3.6,5.0
3.7,5.0
3.8,5.0
3.9,5.0
4.0,5.0
4.1,5.0
4.2,5.0
4.3,5.0
4.4,5.0
4.5,5.0
4.6,5.0
4.7,5.0
4.8,5.0
4.9,5.0
5.0,5.0
5.1,5.0
5.2,5.0
5.3,5.0
5.4,5.0
5.5,5.0
5.6,5.0
5.7,5.0
5.8,5.0
5.9,5.0
6.0,5.0
6.1,6.0
6.2,6.0
6.3,6.0
6.4,6.0
6.5,6.0
6.6,6.0
6.7,6.0
6.8,6.0
6.9,6.0
7.0,6.0
7.1,6.0
7.2,6.0
7.3,6.0
7.4,6.0
7.5,6.0
7.6,6.0
7.7,6.0
7.8,6.0
7.9,6.0
8.0,6.0
8.1,6.0
8.2,6.0
8.3,6.0
8.4,7.0
8.5,7.0
8.6,7.0
8.7,7.0
8.8,7.0
8.9,7.0
9.0,7.0
9.1,7.0
9.2,7.0
9.3,7.0
9.4,7.0
9.5,7.0
9.6,7.0
9.7,7.0
9.8,7.0
9.9,7.0
10.0,7.0
10.1,7.0
10.2,7.0
10.3,7.0
10.4,7.0
10.5,7.0
10.6,8.0
10.7,8.0
10.8,8.0
10.9,8.0
11.0,8.0
11.1,8.0
11.2,8.0
11.3,8.0
11.4,8.0
11.5,8.0
11.6,8.0
11.7,8.0
11.8,8.0
11.9,8.0
12.0,8.0
12.1,8.0
12.2,8.0
12.3,9.0
12.4,9.0
12.5,9.0
12.6,9.0
12.7,9.0
12.8,9.0
12.9,9.0
13.0,9.0
13.1,9.0
13.2,9.0
13.3,9.0
13.4,9.0
13.5,9.0
13.6,9.0
13.7,9.0
13.8,9.0
13.9,9.0
14.0,9.0
14.1,9.0
14.2,9.0
14.3,10.0
14.4,10.0
14.5,10.0
14.6,10.0
14.7,10.0
14.8,10.0
14.9,10.0
15.0,10.0
15.1,10.0
15.2,10.0
15.3,10.0
15.4,10.0
15.5,10.0
15.6,10.0
15.7,10.0
15.8,10.0
15.9,10.0
16.0,10.0
16.1,11.0
16.2,11.0
16.3,11.0
16.4,11.0
16.5,11.0
16.6,11.0
16.7,11.0
16.8,11.0
16.9,11.0
17.0,11.0
17.1,11.0
17.2,11.0
17.3,11.0
17.4,11.0
17.5,11.0
17.6,12.0
17.7,12.0
17.8,12.0
17.9,12.0
18.0,12.0
18.1,12.0
18.2,12.0
18.3,12.0
18.4,12.0
18.5,12.0
18.6,12.0
18.7,12.0
18.8,12.0
18.9,12.0
19.0,12.0
19.1,12.0
19.2,13.0
19.3,13.0
19.4,13.0
19.5,13.0
19.6,13.0
19.7,13.0
19.8,13.0
19.9,13.0
20.0,13.0
20.1,13.0
20.2,13.0
20.3,13.0
20.4,13.0
20.5,14.0
20.6,14.0
20.7,14.0
20.8,14.0
20.9,14.0
21.0,14.0
21.1,14.0
21.2,14.0
21.3,14.0
21.4,14.0
21.5,14.0
21.6,14.0
21.7,15.0
21.8,15.0
21.9,15.0
22.0,15.0
22.1,15.0
22.2,15.0
22.3,15.0
22.4,15.0
22.5,15.0
22.6,15.0
22.7,15.0
22.8,15.0
22.9,15.0
23.0,15.0
23.1,15.0
23.2,15.0
23.3,15.0
23.4,15.0
23.5,15.0
23.6,15.0
23.7,16.0
23.8,16.0
23.9,16.0
24.0,16.0
24.1,16.0
24.2,16.0
24.3,16.0
24.4,16.0
24.5,16.0
24.6,16.0
24.7,16.0
24.8,16.0
24.9,17.0
25.0,17.0
25.1,17.0
25.2,17.0
25.3,17.0
25.4,17.0
25.5,17.0
25.6,17.0
25.7,17.0
25.8,17.0
25.9,17.0
26.0,17.0
26.1,17.0
26.2,18.0
26.3,18.0
26.4,18.0
26.5,18.0
26.6,18.0
26.7,18.0
26.8,18.0
26.9,18.0
27.0,18.0
27.1,18.0
27.2,18.0
27.3,18.0
27.4,19.0
27.5,19.0
27.6,19.0
27.7,19.0
27.8,19.0
27.9,19.0
28.0,19.0
28.1,19.0
28.2,19.0
28.3,19.0
28.4,19.0
28.5,19.0
28.6,19.0
28.7,20.0
28.8,20.0
28.9,20.0
29.0,20.0
29.1,20.0
29.2,20.0
29.3,20.0
29.4,20.0
29.5,20.0
29.6,20.0
29.7,20.0
29.8,20.0
29.9,20.0
30.0,20.0
30.1,20.0
30.2,21.0
30.3,21.0
30.4,21.0
30.5,21.0
30.6,21.0
30.7,21.0
30.8,21.0
30.9,21.0
31.0,21.0
31.1,21.0
31.2,21.0
31.3,21.0
31.4,21.0
31.5,21.0
31.6,22.0
31.7,22.0
31.8,22.0
31.9,22.0
32.0,22.0
32.1,22.0
32.2,22.0
32.3,22.0
32.4,22.0
32.5,22.0
32.6,22.0
32.7,22.0
32.8,23.0
32.9,23.0
33.0,23.0
33.1,23.0
33.2,23.0
33.3,23.0
33.4,23.0
33.5,23.0
33.6,23.0
33.7,23.0
33.8,23.0
33.9,23.0
34.0,23.0
34.1,23.0
34.2,23.0
34.3,24.0
34.4,24.0
34.5,24.0
34.6,24.0
34.7,24.0
34.8,24.0
34.9,24.0
35.0,24.0
35.1,24.0
35.2,24.0
35.3,24.0
35.4,25.0
35.5,25.0
35.6,25.0
35.7,25.0
35.8,25.0
35.9,25.0
36.0,25.0
36.1,25.0
36.2,25.0
36.3,25.0
36.4,25.0
36.5,25.0
36.6,25.0
36.7,25.0
36.8,25.0
36.9,25.0
37.0,26.0
37.1,26.0
37.2,26.0
37.3,26.0
37.4,26.0
37.5,26.0
37.6,26.0
37.7,26.0
37.8,26.0
37.9,26.0
38.0,26.0
38.1,26.0
38.2,27.0
38.3,27.0
38.4,27.0
38.5,27.0
38.6,27.0
38.7,27.0
38.8,27.0
38.9,27.0
39.0,27.0
39.1,27.0
39.2,27.0
39.3,27.0
39.4,28.0
39.5,28.0
39.6,28.0
39.7,28.0
39.8,28.0
39.9,28.0
40.0,28.0
40.1,28.0
40.2,28.0
40.3,28.0
40.4,28.0
40.5,28.0
40.6,28.0
40.7,28.0
40.8,29.0
40.9,29.0
41.0,29.0
41.1,29.0
41.2,29.0
41.3,29.0
41.4,29.0
41.5,29.0
41.6,29.0
41.7,29.0
41.8,29.0
41.9,29.0
42.0,30.0
42.1,30.0
42.2,30.0
42.3,30.0
42.4,30.0
42.5,30.0
42.6,30.0
42.7,30.0
42.8,30.0
42.9,30.0
43.0,31.0
43.1,31.0
43.2,31.0
43.3,31.0
43.4,31.0
43.5,31.0
43.6,31.0
43.7,31.0
43.8,31.0
43.9,31.0
44.0,31.0
44.1,31.0
44.2,32.0
44.3,32.0
44.4,32.0
44.5,32.0
44.6,32.0
44.7,32.0
44.8,32.0
44.9,32.0
45.0,32.0
45.1,32.0
45.2,32.0
45.3,32.0
45.4,33.0
45.5,33.0
45.6,33.0
45.7,33.0
45.8,33.0
45.9,33.0
46.0,33.0
46.1,33.0
46.2,33.0
46.3,33.0
46.4,33.0
46.5,33.0
46.6,33.0
46.7,34.0
46.8,34.0
46.9,34.0
47.0,34.0
47.1,34.0
47.2,34.0
47.3,34.0
47.4,34.0
47.5,34.0
47.6,34.0
47.7,34.0
47.8,34.0
47.9,34.0
48.0,34.0
48.1,34.0
48.2,35.0
48.3,35.0
48.4,35.0
48.5,35.0
48.6,35.0
48.7,35.0
48.8,35.0
48.9,35.0
49.0,35.0
49.1,35.0
49.2,35.0
49.3,35.0
49.4,35.0
49.5,36.0
49.6,36.0
49.7,36.0
49.8,36.0
49.9,36.0
50.0,36.0
50.1,36.0
50.2,36.0
50.3,36.0
50.4,36.0
50.5,36.0
50.6,36.0
50.7,36.0
50.8,36.0
50.9,36.0
51.0,36.0
51.1,37.0
51.2,37.0
51.3,37.0
51.4,37.0
51.5,37.0
51.6,37.0
51.7,37.0
51.8,37.0
51.9,37.0
52.0,37.0
52.1,37.0
52.2,38.0
52.3,38.0
52.4,38.0
52.5,38.0
52.6,38.0
52.7,38.0
52.8,38.0
52.9,38.0
53.0,38.0
53.1,38.0
53.2,39.0
53.3,39.0
53.4,39.0
53.5,39.0
53.6,39.0
53.7,39.0
53.8,39.0
53.9,39.0
54.0,39.0
54.1,39.0
54.2,39.0
54.3,40.0
54.4,40.0
54.5,40.0
54.6,40.0
54.7,40.0
54.8,40.0
54.9,40.0
55.0,40.0
55.1,40.0
55.2,40.0
55.3,40.0
55.4,40.0
55.5,40.0
55.6,40.0
55.7,41.0
55.8,41.0
55.9,41.0
56.0,41.0
56.1,41.0
56.2,41.0
56.3,41.0
56.4,41.0
56.5,41.0
56.6,41.0
56.7,41.0
56.8,41.0
56.9,41.0
57.0,41.0
57.1,41.0
57.2,42.0
57.3,42.0
57.4,42.0
57.5,42.0
57.6,42.0
57.7,42.0
57.8,42.0
57.9,42.0
58.0,42.0
58.1,42.0
58.2,42.0
58.3,42.0
58.4,42.0
58.5,42.0
58.6,43.0
58.7,43.0
58.8,43.0
58.9,43.0
59.0,43.0
59.1,43.0
59.2,43.0
59.3,43.0
59.4,43.0
59.5,43.0
59.6,43.0
59.7,44.0
59.8,44.0
59.9,44.0
60.0,44.0
60.1,44.0
60.2,44.0
60.3,44.0
60.4,44.0
60.5,44.0
60.6,44.0
60.7,44.0
60.8,44.0
60.9,44.0
61.0,44.0
61.1,45.0
61.2,45.0
61.3,45.0
61.4,45.0
61.5,45.0
61.6,45.0
61.7,45.0
61.8,45.0
61.9,45.0
62.0,45.0
62.1,45.0
62.2,45.0
62.3,45.0
62.4,45.0
62.5,45.0
62.6,46.0
62.7,46.0
62.8,46.0
62.9,46.0
63.0,46.0
63.1,46.0
63.2,46.0
63.3,46.0
63.4,46.0
63.5,46.0
63.6,46.0
63.7,47.0
63.8,47.0
63.9,47.0
64.0,47.0
64.1,47.0
64.2,47.0
64.3,47.0
64.4,47.0
64.5,47.0
64.6,47.0
64.7,47.0
64.8,47.0
64.9,47.0
65.0,48.0
65.1,48.0
65.2,48.0
65.3,48.0
65.4,48.0
65.5,48.0
65.6,48.0
65.7,48.0
65.8,48.0
65.9,48.0
66.0,48.0
66.1,48.0
66.2,48.0
66.3,49.0
66.4,49.0
66.5,49.0
66.6,49.0
66.7,49.0
66.8,49.0
66.9,49.0
67.0,49.0
67.1,49.0
67.2,49.0
67.3,49.0
67.4,49.0
67.5,49.0
67.6,49.0
67.7,50.0
67.8,50.0
67.9,50.0
68.0,50.0
68.1,50.0
68.2,50.0
68.3,50.0
68.4,50.0
68.5,50.0
68.6,50.0
68.7,50.0
68.8,50.0
68.9,50.0
69.0,51.0
69.1,51.0
69.2,51.0
69.3,51.0
69.4,51.0
69.5,51.0
69.6,51.0
69.7,51.0
69.8,51.0
69.9,51.0
70.0,51.0
70.1,51.0
70.2,51.0
70.3,52.0
70.4,52.0
70.5,52.0
70.6,52.0
70.7,52.0
70.8,52.0
70.9,52.0
71.0,52.0
71.1,52.0
71.2,52.0
71.3,53.0
71.4,53.0
71.5,53.0
71.6,53.0
71.7,53.0
71.8,53.0
71.9,53.0
