Percentiles,ServerCount
0.1,3.0
0.2,3.0
0.3,4.0
0.4,4.0
0.5,4.0
0.6,4.0
0.7,4.0
0.8,4.0
0.9,4.0
1.0,4.0
1.1,4.0
1.2,4.0
1.3,4.0
1.4,4.0
1.5,4.0
1.6,4.0
1.7,4.0
1.8,4.0
1.9,5.0
2.0,5.0
2.1,5.0
2.2,5.0
2.3,5.0
2.4,5.0
2.5,5.0
2.6,5.0
2.7,5.0
2.8,5.0
2.9,5.0
3.0,5.0
3.1,6.0
3.2,6.0
3.3,6.0
3.4,6.0
3.5,6.0
3.6,6.0
3.7,6.0
3.8,6.0
3.9,6.0
4.0,6.0
4.1,6.0
4.2,7.0
4.3,7.0
4.4,7.0
4.5,7.0
4.6,7.0
4.7,7.0
4.8,8.0
4.9,8.0
5.0,8.0
5.1,8.0
5.2,8.0
5.3,8.0
5.4,8.0
5.5,8.0
5.6,9.0
5.7,9.0
5.8,9.0
5.9,9.0
6.0,9.0
6.1,9.0
6.2,9.0
6.3,9.0
6.4,9.0
6.5,9.0
6.6,9.0
6.7,10.0
6.8,10.0
6.9,10.0
7.0,10.0
7.1,10.0
7.2,10.0
7.3,10.0
7.4,10.0
7.5,10.0
7.6,10.0
7.7,11.0
7.8,11.0
7.9,11.0
8.0,11.0
8.1,11.0
8.2,11.0
8.3,11.0
8.4,11.0
8.5,11.0
8.6,11.0
8.7,11.0
8.8,12.0
8.9,12.0
9.0,12.0
9.1,12.0
9.2,12.0
9.3,12.0
9.4,12.0
9.5,12.0
9.6,12.0
9.7,12.0
9.8,12.0
9.9,12.0
10.0,13.0
10.1,13.0
10.2,13.0
10.3,13.0
10.4,13.0
10.5,13.0
10.6,13.0
10.7,13.0
10.8,13.0
10.9,13.0
11.0,13.0
11.1,13.0
11.2,13.0
11.3,13.0
11.4,14.0
11.5,14.0
11.6,14.0
11.7,14.0
11.8,14.0
11.9,14.0
12.0,14.0
12.1,14.0
12.2,14.0
12.3,14.0
12.4,14.0
12.5,14.0
12.6,15.0
12.7,15.0
12.8,15.0
12.9,15.0
13.0,15.0
13.1,15.0
13.2,15.0
13.3,15.0
13.4,15.0
13.5,15.0
13.6,15.0
13.7,15.0
13.8,15.0
13.9,16.0
14.0,16.0
14.1,16.0
14.2,16.0
14.3,16.0
14.4,16.0
14.5,16.0
14.6,16.0
14.7,16.0
14.8,16.0
14.9,16.0
15.0,16.0
15.1,16.0
15.2,16.0
15.3,17.0
15.4,17.0
15.5,17.0
15.6,17.0
15.7,17.0
15.8,17.0
15.9,17.0
16.0,17.0
16.1,17.0
16.2,17.0
16.3,17.0
16.4,17.0
16.5,17.0
16.6,17.0
16.7,17.0
16.8,18.0
16.9,18.0
17.0,18.0
17.1,18.0
17.2,18.0
17.3,18.0
17.4,18.0
17.5,18.0
17.6,18.0
17.7,18.0
17.8,18.0
17.9,18.0
18.0,18.0
18.1,19.0
18.2,19.0
18.3,19.0
18.4,19.0
18.5,19.0
18.6,19.0
18.7,19.0
18.8,19.0
18.9,19.0
19.0,19.0
19.1,19.0
19.2,19.0
19.3,19.0
19.4,20.0
19.5,20.0
19.6,20.0
19.7,20.0
19.8,20.0
19.9,20.0
20.0,20.0
20.1,20.0
20.2,20.0
20.3,20.0
20.4,20.0
20.5,20.0
20.6,20.0
20.7,20.0
20.8,20.0
20.9,21.0
21.0,21.0
21.1,21.0
21.2,21.0
21.3,21.0
21.4,21.0
21.5,21.0
21.6,21.0
21.7,21.0
21.8,21.0
21.9,21.0
22.0,21.0
22.1,21.0
22.2,21.0
22.3,22.0
22.4,22.0
22.5,22.0
22.6,22.0
22.7,22.0
22.8,22.0
22.9,22.0
23.0,22.0
23.1,22.0
23.2,22.0
23.3,22.0
23.4,22.0
23.5,22.0
23.6,22.0
23.7,22.0
23.8,23.0
23.9,23.0
24.0,23.0
24.1,23.0
24.2,23.0
24.3,23.0
24.4,23.0
24.5,23.0
24.6,23.0
24.7,23.0
24.8,23.0
24.9,23.0
25.0,23.0
25.1,23.0
25.2,24.0
25.3,24.0
25.4,24.0
25.5,24.0
25.6,24.0
25.7,24.0
25.8,24.0
25.9,24.0
26.0,24.0
26.1,24.0
26.2,24.0
26.3,24.0
26.4,25.0
26.5,25.0
26.6,25.0
26.7,25.0
26.8,25.0
26.9,25.0
27.0,25.0
27.1,25.0
27.2,25.0
27.3,25.0
27.4,25.0
27.5,25.0
27.6,25.0
27.7,25.0
27.8,26.0
27.9,26.0
28.0,26.0
28.1,26.0
28.2,26.0
28.3,26.0
28.4,26.0
28.5,26.0
28.6,26.0
28.7,26.0
28.8,26.0
28.9,26.0
29.0,26.0
29.1,26.0
29.2,26.0
29.3,26.0
29.4,26.0
29.5,27.0
29.6,27.0
29.7,27.0
29.8,27.0
29.9,27.0
30.0,27.0
30.1,27.0
30.2,27.0
30.3,27.0
30.4,27.0
30.5,27.0
30.6,27.0
30.7,28.0
30.8,28.0
30.9,28.0
31.0,28.0
31.1,28.0
31.2,28.0
31.3,28.0
31.4,28.0
31.5,28.0
31.6,28.0
31.7,28.0
31.8,29.0
31.9,29.0
32.0,29.0
32.1,29.0
32.2,29.0
32.3,29.0
32.4,29.0
32.5,29.0
32.6,29.0
32.7,29.0
32.8,29.0
32.9,30.0
33.0,30.0
33.1,30.0
33.2,30.0
33.3,30.0
33.4,30.0
33.5,30.0
33.6,30.0
33.7,30.0
33.8,30.0
33.9,30.0
34.0,30.0
34.1,30.0
34.2,31.0
34.3,31.0
34.4,31.0
34.5,31.0
34.6,31.0
34.7,31.0
34.8,31.0
34.9,31.0
35.0,31.0
35.1,31.0
35.2,31.0
35.3,31.0
35.4,31.0
35.5,31.0
35.6,31.0
35.7,31.0
35.8,32.0
35.9,32.0
36.0,32.0
36.1,32.0
36.2,32.0
36.3,32.0
36.4,32.0
36.5,32.0
36.6,32.0
36.7,32.0
36.8,32.0
36.9,32.0
37.0,32.0
37.1,33.0
37.2,33.0
37.3,33.0
37.4,33.0
37.5,33.0
37.6,33.0
37.7,33.0
37.8,33.0
37.9,33.0
38.0,33.0
38.1,33.0
38.2,33.0
38.3,33.0
38.4,33.0
38.5,33.0
38.6,34.0
38.7,34.0
38.8,34.0
38.9,34.0
39.0,34.0
39.1,34.0
39.2,34.0
39.3,34.0
39.4,34.0
39.5,34.0
39.6,34.0
39.7,34.0
39.8,35.0
39.9,35.0
40.0,35.0
40.1,35.0
40.2,35.0
40.3,35.0
40.4,35.0
40.5,35.0
40.6,35.0
40.7,35.0
40.8,35.0
40.9,35.0
41.0,36.0
41.1,36.0
41.2,36.0
41.3,36.0
41.4,36.0
41.5,36.0
41.6,36.0
41.7,36.0
41.8,36.0
41.9,36.0
42.0,36.0
42.1,36.0
42.2,36.0
42.3,36.0
42.4,37.0
42.5,37.0
42.6,37.0
42.7,37.0
42.8,37.0
42.9,37.0
43.0,37.0
43.1,37.0
43.2,37.0
43.3,38.0
43.4,38.0
43.5,38.0
43.6,38.0
43.7,38.0
43.8,38.0
43.9,38.0
44.0,38.0
44.1,38.0
44.2,39.0
44.3,39.0
44.4,39.0
44.5,39.0
44.6,39.0
44.7,39.0
44.8,39.0
44.9,39.0
45.0,39.0
45.1,39.0
45.2,39.0
45.3,39.0
45.4,39.0
45.5,39.0
45.6,40.0
45.7,40.0
45.8,40.0
45.9,40.0
46.0,40.0
46.1,40.0
46.2,40.0
46.3,40.0
46.4,41.0
46.5,41.0
46.6,41.0
46.7,41.0
46.8,41.0
46.9,41.0
47.0,41.0
47.1,41.0
47.2,41.0
47.3,41.0
47.4,41.0
47.5,41.0
47.6,41.0
47.7,41.0
47.8,41.0
47.9,42.0
48.0,42.0
48.1,42.0
48.2,42.0
48.3,42.0
48.4,42.0
48.5,42.0
48.6,42.0
48.7,42.0
48.8,42.0
48.9,42.0
49.0,42.0
49.1,42.0
49.2,43.0
49.3,43.0
49.4,43.0
49.5,43.0
49.6,43.0
49.7,43.0
49.8,43.0
49.9,43.0
50.0,43.0
50.1,43.0
50.2,43.0
50.3,44.0
50.4,44.0
50.5,44.0
50.6,44.0
50.7,44.0
50.8,44.0
50.9,44.0
51.0,44.0
51.1,44.0
51.2,44.0
51.3,44.0
51.4,44.0
51.5,45.0
51.6,45.0
51.7,45.0
51.8,45.0
51.9,45.0
52.0,45.0
52.1,45.0
52.2,45.0
52.3,45.0
52.4,45.0
52.5,45.0
52.6,46.0
52.7,46.0
52.8,46.0
52.9,46.0
53.0,46.0
53.1,46.0
53.2,46.0
53.3,46.0
53.4,46.0
53.5,46.0
53.6,46.0
53.7,46.0
53.8,47.0
53.9,47.0
54.0,47.0
54.1,47.0
54.2,47.0
54.3,47.0
54.4,47.0
54.5,47.0
54.6,47.0
54.7,48.0
54.8,48.0
54.9,48.0
55.0,48.0
55.1,48.0
55.2,48.0
55.3,48.0
55.4,48.0
55.5,48.0
55.6,48.0
55.7,48.0
55.8,48.0
55.9,48.0
56.0,48.0
56.1,49.0
56.2,49.0
56.3,49.0
56.4,49.0
56.5,49.0
56.6,49.0
56.7,49.0
56.8,49.0
56.9,49.0
57.0,50.0
57.1,50.0
57.2,50.0
57.3,50.0
57.4,50.0
57.5,50.0
57.6,50.0
57.7,50.0
57.8,50.0
57.9,50.0
58.0,51.0
58.1,51.0
58.2,51.0
58.3,51.0
58.4,51.0
58.5,51.0
58.6,51.0
58.7,51.0
58.8,51.0
58.9,51.0
59.0,51.0
59.1,51.0
59.2,51.0
59.3,51.0
59.4,52.0
59.5,52.0
59.6,52.0
59.7,52.0
59.8,52.0
59.9,52.0
60.0,52.0
60.1,52.0
60.2,52.0
60.3,52.0
60.4,52.0
60.5,52.0
60.6,52.0
60.7,53.0
60.8,53.0
60.9,53.0
61.0,53.0
61.1,53.0
61.2,53.0
61.3,53.0
61.4,53.0
61.5,53.0
61.6,53.0
61.7,53.0
61.8,54.0
61.9,54.0
62.0,54.0
62.1,54.0
62.2,54.0
62.3,54.0
62.4,54.0
62.5,54.0
62.6,54.0
62.7,54.0
62.8,55.0
62.9,55.0
63.0,55.0
63.1,55.0
63.2,55.0
63.3,55.0
63.4,55.0
63.5,55.0
63.6,55.0
63.7,55.0
63.8,55.0
63.9,55.0
64.0,55.0
64.1,56.0
64.2,56.0
64.3,56.0
64.4,56.0
64.5,56.0
64.6,56.0
64.7,56.0
64.8,56.0
64.9,56.0
65.0,56.0
65.1,56.0
65.2,57.0
65.3,57.0
65.4,57.0
65.5,57.0
65.6,57.0
65.7,57.0
65.8,57.0
65.9,57.0
66.0,57.0
66.1,57.0
66.2,58.0
66.3,58.0
66.4,58.0
66.5,58.0
66.6,58.0
66.7,58.0
66.8,58.0
66.9,58.0
67.0,58.0
67.1,58.0
67.2,58.0
67.3,59.0
67.4,59.0
67.5,59.0
67.6,59.0
67.7,59.0
67.8,59.0
67.9,59.0
68.0,59.0
68.1,59.0
68.2,59.0
68.3,59.0
68.4,60.0
68.5,60.0
68.6,60.0
68.7,60.0
68.8,60.0
68.9,60.0
69.0,60.0
69.1,60.0
69.2,60.0
69.3,60.0
69.4,60.0
69.5,61.0
69.6,61.0
69.7,61.0
69.8,61.0
69.9,61.0
70.0,61.0
70.1,61.0
70.2,61.0
70.3,61.0
70.4,61.0
70.5,62.0
70.6,62.0
70.7,62.0
70.8,62.0
70.9,62.0
71.0,62.0
71.1,62.0
71.2,62.0
71.3,62.0
71.4,62.0
71.5,62.0
71.6,62.0
71.7,62.0
71.8,62.0
71.9,63.0
